Id,Código,Nombre,Categoria,Marca,Costo Base,Existencia actual,PRECIO DE VENTA DETAL,PRECIO DE Venta Mayor,fecha
772,ICSMX6515,"CASSETTE PIÑON SOLO SHIMANO CS-MX66 15T
EMPAQUE INDIVIDUAL.",Repuestos,Shimano,6.8208,1,10.00065696,9.003456,7/20/2022
773,ICSMX6614,"CASSETTE PIÑON SOLO SHIMANO CS-MX65 14T
EMPAQUE INDIVIDUAL.",Repuestos,Shimano,6.8208,1,10.00065696,9.003456,7/20/2022
774,ICSMX6618,"CASSETTE PIÑON SOLO SHIMANO CS-MX66 18T
EMPAQUE INDIVIDUAL.",Repuestos,Shimano,6.8208,1,10.00065696,9.003456,7/20/2022
775,JEJ0317,EJE CENTRAL (NECO) B910,Repuestos,Neco,6.57,0,13.0086,8.49501,7/20/2022
776,JEJ0318,MOV CENTRAL (NECO) B 910,Repuestos,Neco,6.57,1,13.0086,8.5,7/20/2022
777,JEJ0532,MOV CENTRAL SUN-RACE,Repuestos,Sun Race,7.45,0,13.00683095,8.502461905,7/20/2022
778,JERO02,CAMISA COLOMBIA M/C DAMA/CABALL ROSARIO,Ropa,Otras,21.41891911,0,35.00922328,29.99719621,7/20/2022
779,JMA0443,JGO MANZANA DELTRAS HB-02 ACERO,Repuestos,Otras,6.45,0,10.00395,7.801275,7/20/2022
780,KCSM510011151,CASSETTE SHIMANO CS-M5100 DEORE 11 VELOCIDADES,Repuestos,Shimano,76.1076,0,102,92,7/20/2022
781,KIT002,KIT GCOL DESENGRANSANTE Y LIMPIADOR PARA BICICLETAS,Accesorios,Otras,13.85,4,20.006325,16,7/20/2022
782,KRDM5100SGS,"CAMBIO TRASERO SHIMANO RD-M5100 SGS DEORE
11 VELOCIDADES SHADOW PLUS EN BOLSA.",Repuestos,Shimano,44.61,3,60.00083064,54.0047628,7/20/2022
783,KSLM5100RA1,"PALANCA DE CAMBIO SHIMANO SL-M5100-R DEORE
RAPIDFIRE PLUS 11 VELOCIDADES (NO EMPAQUE)",Repuestos,Shimano,18.3164,2,25.00005436,22.0071546,7/20/2022
784,LF080,Rodilleras LF080,Accesorios,Otras,17,0,24.004,21.998,7/20/2022
785,LLN3003,CAUCHO KENDA SLANT SIX P ,Repuestos,Kenda,26.41,0,40.005868,32.999295,7/20/2022
786,LLN3151,LLTA 29 KENDA KADRE K1027 LLN3151,Repuestos,Otras,10.39189189,0,20.00439189,14.9955,7/20/2022
787,LUC113,LUZ LED 10W 20 LUMENS SPOLITE,Accesorios,GW,9.79,0,15.00807,12.00254,7/20/2022
788,LUZ809025,LUZ DE SEGURIDAD EBL-2259 GW,Accesorios,GW,4.861110389,2,8.0013877,6.00347133,7/20/2022
789,MAG1001,MANGUERA PARA BOMBA 6 ZEFAL,Accesorios,ZEFAL,3.020541378,3,2,2,7/20/2022
790,MAN0542,MANECILLAS INTEGRADAS 3-8V SUNRACE MAN0542,Accesorios,Sun Race,20.66216216,0,30.00145946,25.00121622,7/20/2022
791,MAN421,JUEGO MANZANA D/T NEGRO 32 H ALUM SOLON,Repuestos,Otras,54.26,0,75.009024,65.00348,7/20/2022
792,MAN426,JUEGO MANZANA D/T NEGRO 36 H ALUM SOLON,Repuestos,Otras,41.69,1,65.003048,50.002986,7/20/2022
793,MANGA001,MANGAS MICRO-FIBRA.CICLISMO KOM,Ropa,Otras,10.47297427,0,15.00253564,12.50473128,7/20/2022
794,MAVIC,MAVIC NEUMATICO 29 X 1.95/2.35 V/PIÑA 40MM,Repuestos,MAVIC,6.15,3,8.000535,6.9987,7/20/2022
795,MCJ21291,CAMISETA MANGA CORTA CICLISMO ITALIA/GAZZETTA,Ropa,Suarez,35,0,45.0065,40.0015,7/20/2022
796,MCJ621370,CAMISSETA M/C SUAREZ LANE,Ropa,Suarez,26.64,0,40.002624,35.00496,7/20/2022
797,MCR52044,CHAQUETA MEMBRANA SHADOW NEON SUAREZ,Ropa,Suarez,29.2,1,45.00304,40,7/20/2022
798,MCS5137S,PANTALONETA C/T Y COST.,Ropa,Otras,23.62162162,0,35.00724324,28.00343243,7/20/2022
799,MDA01,GOMAS DISCO MDA01 STL,Repuestos,Otras,5.310810811,3,8,6.5,7/20/2022
800,MEDIA001,MEDIA TIPO A KOM,Ropa,Otras,5.162162162,2,8,6.5,7/20/2022
801,MEDIA003,MEDIAS REFLECTIVA KOM,Ropa,Otras,6.405405405,0,10.00524324,8.000351351,7/20/2022
802,MEDIA006,MEDIAS CICLISMO COLINSEG,Ropa,Otras,5.810810811,0,9.006756757,7.002027027,7/20/2022
803,MEDIA007,MEDIA AERO KOM,Ropa,Otras,10.24324324,1,15,12.5,7/20/2022
804,MOR301,MORDAZA NEGRA SCHWALBE TISHIM MO.FDA09,Repuestos,Otras,9.08,0,15.00016,11.0095,7/20/2022
805,NEU2469,NEUMATICO CHAOYANG 700X18-23C F/V 60MM,Repuestos,Chaoyang,3.743243865,0,6.007906403,4.99723056,7/20/2022
806,NOVE-91TG,TI-GOLD 9S,Repuestos,Otras,21.9,1,33.0033,26.00625,7/20/2022
807,NOVE-91SB,SILVER-BLACK 9S,Repuestos,Otras,16.15,3,23.00083,20.00985,7/20/2022
808,ONZE-111TG,TI-GOLD 11S,Repuestos,Otras,33.9,1,48.0024,44.0022,7/20/2022
809,ONZE-111,SILVER-SILVER 11S,Repuestos,Otras,30.5,0,43.005,40.016,7/20/2022
810,P210 MCS5137,PANTALONETA CON TIRANTAS Y COSTURA FLAT,Ropa,Otras,26.64,0,45.00828,34.996968,7/20/2022
811,PAC0230,PACHA 8V 12-32 SHIMANO HG200,Repuestos,Shimano,14.14864865,0,22.00114865,16.99960135,7/20/2022
812,PAC0238,PACHA 9V 11-36 SHIMANO HG200 NEGRA 304484/PAC0238,Repuestos,Shimano,18.14864865,0,30.00879054,24.00158784,7/20/2022
813,PAC1714,PACHA 9V 11-46T ON-TRAIL,Repuestos,Otras,38.31,1,55,48,7/20/2022
814,PAL0558,PALANCAS RAPIFIRE 8V SUNRACE DL-M400 C/VISOR PAL0558,Repuestos,Shimano,17.58108108,0,25.0002973,21.00060135,7/20/2022
815,PALO141,PALANCAS SHIMANO ALTUS 2*9 SL-M2010,Repuestos,Shimano,30.91892008,1,45.00248818,39.00112579,7/20/2022
816,PED0311, PEDAL LOOK VP-R62 ALUM 9/16 GRAS,Accesorios,Otras,49.16216362,3,75.00179682,65.00221274,7/20/2022
817,PISO,SOPORTE PISO P/BICICLETA RUTA,Accesorios,Otras,13.02,0,23.00634,17.00412,7/20/2022
818,PISO 1,SOPORTE PISO P/BICICLETA MONTANERA,Accesorios,Otras,16.72,0,25.00476,20.00548,7/20/2022
819,PROT01,PROTECTOR GRANDE,Accesorios,Otras,3.567567703,0,6.000113741,4.502270441,7/20/2022
820,RH2,GOMAS DISCO RH-2 STL,Repuestos,Otras,5.310810811,0,8.003391892,6.495121622,7/20/2022
821,SEWHMT15AFR9QE,"RUEDAS 29er MTB SHIMANO WH-MT15-A-29 NEGRO
ALUMNIO DELANTERA Y TRASERA 28 RAYOS
CENTER LOCK SYSTEMINCLUYE BLOQUEOS.",Repuestos,Shimano,177.6424,2,240.0037645,215.0005967,7/20/2022
822,SOP1005,SOPORTE ZEFAL WIIZ PLASTICO LATERAL NEGRO,Accesorios,ZEFAL,6.63,0,10.00467,7.99578,7/20/2022
823,SOP1007,SOPORTE ZEFAL SPRING PL,Accesorios,ZEFAL,5.013513514,0,10.00195946,6.497513514,7/20/2022
824,SY-B024,"Cauchos 26x2, 10 SY-B024",Repuestos,AC,6.5,0,9.0025,9.0025,7/20/2022
825,SY-B049,Cauchos 700x25c SY-B049,Repuestos,AC,5.3,0,7.0013,5.9996,7/20/2022
826,TAYA,PROTECTOR PARA CUADRO,Accesorios,Otras,2,0,3,3,7/20/2022
827,TB00281700,IKON OEM 29X2.20 60 TPI,Repuestos,MAXXIS,14.45,5,20.00061,18,7/20/2022
828,TB00281701,"IKON OEM 27,5X2.20 60 TPI",Repuestos,MAXXIS,14.45,4,20,18,7/20/2022
829,TB003102,LLANTA ARDENT RACE OEM 29X2.20 60TPI,Repuestos,MAXXIS,14.01333259,0,22,22,7/20/2022
830,TB00332800,IKON 27.5*2.20 AR 2C/EXO/TR/DARKW/60,Repuestos,Otras,48.35,1,70.00792006,58.00711492,7/20/2022
831,TB003966,LLANTA IKON OEM 26X2.20 60TPI,Repuestos,MAXXIS,10.7,0,18.0081,15.0014,7/20/2022
832,TB-600,SILVER-BLACK 8S,Repuestos,Otras,9.99,0,14.00598,12.00798,7/20/2022
833,TBO0332900,IKON 29*2.20 AR EXO/TR/DARKWALL 60TPI,Repuestos,Otras,48.05,1,70.00033885,58.00124184,7/20/2022
834,TEN0580,TENSOR MTB SUNRACE 8V RD-M40,Repuestos,Otras,10.12162162,0,17.99624324,16.00228378,7/20/2022
835,TRA292,LLTA 29*2.20 MSC TRACTOR SKINWALL TRA292,Repuestos,Otras,21.14864865,0,35.00101351,28.00081081,7/20/2022
836,UNAAQUILA,Unas para bicicleta Aquila,Repuestos,Otras,5.081081081,3,8.000162162,6.501243243,7/20/2022
837,UNI0322,CONECTOR CADENILLA 9VEL SILVER,Repuestos,Otras,2.926757946,0,5.004756088,4.009658386,7/20/2022
838,UNI0324,CONECTOR CADENILLA 10 VEL KMC/MISSING,Repuestos,Otras,3.459459838,0,6.002162819,4.500757249,7/20/2022
839,WCJ001,CAMISA CLASSIC DAMA SUAREZ,Ropa,Suarez,27.64,1,40,35,7/20/2022
840,WCJ002,CAMISA AVANT DAMA SUAREZ,Ropa,Suarez,27.64,1,45.0036,34.9974,7/20/2022
841,WCJ21244,CAMISETA MANGA CORTA SUAREZ FANTASY,Ropa,Suarez,26.64,1,45,40,7/20/2022
842,WCJ004,CAMISETA ML POISE GREY ,Ropa,Suarez,21.41891911,1,35,30,7/20/2022
843,WCR42148,CHAQUETA HELIO SUAREZ,Ropa,Suarez,29.52702592,1,45,40,7/20/2022
844,WCJ51144,CAMISETA MANGA CORTA SUAREZ ,Ropa,Suarez,21.42,1,35,30,7/20/2022
845,WCS57170,PANTALON CIT VENTURE 2.0,Ropa,Otras,29.52702592,0,40.00912012,38.00128236,7/20/2022
846,XCA05110574,PROTECTOR FACIAL SUAREZ,Ropa,Suarez,4.64,0,10.00384,8.004,7/20/2022
847,XCA0516,CARAMANOLA SUAREZ NEGRO,Accesorios,Suarez,4.85,0,8.0025,5.4999,7/20/2022
848,XCAD51170574,BUFF HEADWEAR COLOR FOUR PACK SUAREZ,Ropa,Suarez,5.36,0,10.00712,7.00016,7/20/2022
849,Y04110000,"GRASA PREMUM SHIMANO PRESENTACION DE 50
GRAMOS EMPAQUE INDIVIDUAL.",Repuestos,Shimano,10.68,0,15.00084276,13.0019412,7/20/2022
850,Y04110200,"GRASA PREMUM SHIMANO PRESENTACION DE 100
GRAMOS EMPAQUE INDIVIDUAL.",Repuestos,Shimano,16.12,0,22.001198,20.009884,7/20/2022
851,Y12009050,"HERRAMENTA EXTRACTOR DE RACHET SHIMANO
TL-FW30 EMPAQUE INDIVIDUAL.",Repuestos,Shimano,12.11,1,17.00057952,15.0047856,7/20/2022
852,Y13009220,"HERRAMENTA PARA MONTAJE Y DESMONTAJE DE
TORNILLO DE BIELAS SHIMANO TL-FC16
HOLLOWTECH 2 EMPAQUE INDIVIDUAL.",Repuestos,Shimano,1.91,0,1.914,2.501598,7/20/2022
853,Y13009230,"HERRAMENTA ADAPTADOR SHIMANO TL-FC33
EXTRACTOR DE CAJA DE CENTRO EMPAQUE
INDIVIDUAL.",Repuestos,Shimano,34.78,0,34.7768,42.00341904,7/20/2022
854,Y13098900,HERRAMIENTA LLAVE PLANA SHIMANO TL-7S20 LLAVE 17*22 MM*2 PIEZAS LLAVE,Repuestos,Shimano,14.5232,0,20,17.5,7/20/2022
855,Y13098900,HERRAMIENTA EXTRACTOR DE CAJA DE CENTRO SHIMANO TL-BB13 CASOLETA PRESS FIT ,Repuestos,Shimano,70.76,0,92,85,7/20/2022
856,Y23098020,HERRAMIENTA LLAVE PLANA SHIMANO TL-HS35 PARA CONOS 15 MM,Repuestos,Shimano,20.1028,0,27,24,7/20/2022
857,??J51136,CAMISETA ML POISE GREY TALLA L-XL-2XL,Ropa,Otras,21.41891911,2,35.00922328,30.00790567,7/20/2022
858,???061,CABLE DE CAMBIO 150 CM TAIWAN,Repuestos,Otras,1.075674351,0,1.075674351,1.075674351,7/20/2022
859,????503,CUNAS TRASERAS LISA INDIA,Repuestos,Otras,1.054054946,0,1.054054946,1.054054946,7/20/2022
860,???050410361,GORRO TALLA O COLOR EPIC SUAREZ,Accesorios,Otras,7.905404541,1,10.00033674,10.00033674,7/20/2022
861,???05108,MANGAS SKIN SUAREZ,Accesorios,Suarez,10.60810681,1,14.00270099,14.00270099,7/20/2022
862,???05154,MEDIAS AERO BLACK/WHITE SUAREZ,Ropa,Suarez,11.87837714,0,16.000174,16.000174,7/20/2022
863,???0588,MEDIAS SUAREZ REAL,Ropa,Suarez,6.554053405,2,9.001992352,9.001992352,7/20/2022
864,306427,Juego de Cambios TZ500 7V SHIMANO,Repuestos,Shimano,18.64,1,25,22,7/20/2022
865,306427-1,Manillas de  Juego de Cambios TZ500 7V SHIMANO,Repuestos,Shimano,6.21,3,10,8,7/20/2022
866,306427-2,Descarrilador de Juego de Cambios TZ500 7V SHIMANO,Repuestos,Shimano,6.21,2,12,10,7/20/2022
867,40010-1,FRENOS HIDRAULICOS M-6100,Repuestos,Shimano,90,1,200,180,7/20/2022
868,304465-1,PACHA MF-TZ500-7 14-28T GW,Repuestos,GW,7,0,10,9,7/20/2022
869,309459,Manillas Revoshifters SL-RS25-7V,Repuestos,Shimano,9.65,44,15,15,7/20/2022
870,50096-1,Manillas 3x8 frenos Hidraulicos Shimano,Repuestos,Shimano,20.22,1,80,70,7/20/2022
871,SUNM33,SHIFTER 3*8 SUNRACE,Repuestos,SUNRACE,30,0,35,35,7/20/2022
872,307537,Guia y Rodaja RD-M410 SHIMANO,Repuestos,Shimano,5.98,3,9,7.5,7/20/2022
873,501493,Frenos Hidraulicos Shimano Deore M-8100,Repuestos,Shimano,331,0,430,390,7/20/2022
874,501501-1,MANZANAS LOGAN,Repuestos,LOGAN,24.095,2,35,35,7/20/2022
875,200,BOTELLA PORTAHERRAMIENTAS ,Accesorios,Otras,7,2,9,8,7/20/2022
876,402255,Puntilla Trasera 176mm FH-MT200-B,Repuestos,Shimano,10.83,5,14,14,7/20/2022
877,TRIPANG,"NEUMATICO RIN 16"" ",Repuestos,Otras,2,1,3,3,7/20/2022
878,1557,Porta bidonlateral PULSE Z2+bidon SENSE PRO 50 NEGRO ZEFAL,Accesorios,ZEFAL,16.704,2,20,20,7/20/2022
879,MAILOTZONA,MAILLOT ZONA GW BARQUSIMETO,Ropa,Otras,43,2,35,35,7/20/2022
880,7434,Cauchos Chaoyang Hornet 27.5*2.0 PLEGABLE,Repuestos,Chaoyang,25.93,4,35,32,7/20/2022
881,SILLINGWBAS,SILLIN GW BASICO,Accesorios,GW,8,3,12,10,7/20/2022
882,403519,Manzana trasera SLX,Repuestos,Shimano,70,1,90,85,7/20/2022
883,93,CAMBIO TRASERO LT-WOO  A2,Repuestos,Otras,16,1,18,16,7/20/2022
884,CHAMFEM,CREMA DE PROTECCION INTIMA PARA MUJER,Accesorios,Otras,18,1,25,23,7/20/2022
885,809033-1,LUZ TRASERA TIPO POLICIA,Accesorios,GW,9,1,14,13,7/20/2022
886,93,LUZ PARA CASCO,Accesorios,Otras,3,1,5,4,7/20/2022
887,94,NEUMATICO MAXXIS,Repuestos,Otras,10,2,12,12,7/20/2022
888,95,CUBIERTA PARA CAMIONETA,Accesorios,Otras,80,1,130,100,7/20/2022
889,11A00053,"Vittoria Mota 29*2,35-fold full black 4C G2.0 TLR",Repuestos,VITTORIA,34.8,1,42,40,7/20/2022
890,11A00037,"Vittoria Mezcal XC -TRAIL ANTRHRACITE-BLK-BLK G2.0/29*2,25 TNT G2.0/29*2,25 XCR",Repuestos,VITTORIA,45.24,0,55,53,7/20/2022
891,11A00066,"Vittoria Terreno XC-Race Full Black G 2,0/29*2,25 XCR",Repuestos,VITTORIA,45.24,0,55,53,7/20/2022
892,1113442547111TG,"Vittoria Randoneeur rigid 26 *1,75""",Repuestos,VITTORIA,12.528,1,16,16,7/20/2022
893,4301,Kit de reparacion de cauchos Tubeless,Accesorios,Otras,26.448,0,32,32,7/20/2022
894,1770,Porta Bidon de carbono pulse L2-NEGRO-ZEFAL,Accesorios,ZEFAL,17.4,0,22,22,7/20/2022
895,1557,Porta bidonlateral PULSE Z2+bidon SENSE PRO 50 NEGRO ZEFAL,Accesorios,ZEFAL,16.704,1,20,20,7/20/2022
896,1700,Porta bidon lateral WIIZ NEGRO ZEFAL,Accesorios,ZEFAL,5.568,0,8,8,7/20/2022
897,4300,Tanque Inflador para cauchos Tubeless 145 psi zefal,Accesorios,ZEFAL,57.42,0,70,70,7/20/2022
898,1674,Termo Arctica 750 ml Anaranjado-zefal,Accesorios,ZEFAL,9.744,1,15,15,7/20/2022
899,1671,Termo Arctica 750 ml Azul-zefal,Accesorios,ZEFAL,9.744,0,15,15,7/20/2022
900,1673,Termo Arctica 750 ml Rojo-zefal,Accesorios,ZEFAL,9.744,1,15,15,7/20/2022
901,1675,Termo Arctica 750 ml Rosado-zefal,Accesorios,ZEFAL,9.744,1,15,15,7/20/2022
902,1668,Termo Arctica 550 ml Negro-zefal,Accesorios,ZEFAL,12.528,0,15,15,7/20/2022
903,1537,Termo Sense grip de 800 ml-negro humo-rosado zefal,Accesorios,ZEFAL,3.48,0,6,6,7/20/2022
904,YL-1034,Pastilla defreno (formula) marca Andson ,Repuestos,Otras,4.06,1,5,5,7/20/2022
905,YL-1039,Pastilla de freno (Shimano) marca Andson ,Repuestos,Otras,4.06,1,5,5,7/20/2022
906,YL-1015,Pastilla de freno (Shimano) marca Andson Ref:YL-1015,Repuestos,Otras,4.06,1,5,5,7/20/2022
907,YL-1001,Pastilla de freno (Shimano) marca Andson Ref:YL-1001,Repuestos,Otras,4.06,1,5,5,7/20/2022
908,YL-1020,Pastilla de freno (Shimano) marca Andson Ref:YL-1020,Repuestos,Otras,4.06,1,5,5,7/20/2022
909,GLOV0172LARG,Guantes largos Miami Dos Handup Talla L,Accesorios,ZEFAL,15,0,20,20,7/20/2022
910,SHOR0883 MEDI,Guantes Cortos Poncho II Handup Talla M,Accesorios,ZEFAL,18,1,20,20,7/20/2022
911,CONTCROSS29,"LLANTA CONTINENTAL CROSS KING  29*2,20",Repuestos,CONTINENTAL,40,1,50,48,7/20/2022
912,LLN0676,LLANTA TIOGA FASTR X 20,Repuestos,Otras,16.14,2,25,20,7/20/2022
913,999308,TERMO 800ML,Accesorios,Otras,3.98,4,6,5,7/20/2022
914,101,MAZAS TRASERAS DE 32 HUECOS DISCOS DE TORNILLOS  MARCA MIXXI,Repuestos,Otras,24,1,35,30,7/20/2022
915,102,Sillin AQUILA,Accesorios,Otras,10,1,12,10,7/20/2022
916,103,SILLIN ON TRAIL,Accesorios,Otras,10,1,12,10,7/20/2022
917,104,Portatermo Tornasol,Accesorios,Otras,2.7,1,4,3,7/20/2022
918,815776,Guantes GW reflectivos,Accesorios,GW,20.23,3,26,25,7/20/2022
919,S247-1,Guantes p/ciclismo S247-1,Accesorios,AC,12,1,17,15,7/20/2022
920,S107,Guante CORTO negro Rockbros,Accesorios,AC,10,2,15,15,7/20/2022
921,RB-SO30,Guante corto gris Rockbros,Accesorios,AC,10,2,15,15,7/20/2022
922,105,BOLSO ADIDAS,Accesorios,Otras,15,1,20,20,7/20/2022
923,KIMNGCT,Cambio Trasero Shimano Acera rd-ms60,Repuestos,Shimano,28,0,35,35,7/20/2022
924,KIMNGT,"TIJAS PARA MANUBRIO 28,2 CM",Accesorios,Otras,11,4,15,15,7/20/2022
925,1009100,LUBRICANTE DE CADENA SQUIRT LUBE CHAIN 15 ML,Accesorios,SQUIRT,1.34,20,2,2,7/20/2022
926,1009101,LUBRICANTE DE CADENA SQUIRT LUBE CHAIN 120 ML,Accesorios,SQUIRT,9.58,12,14,14,7/20/2022
